# target: wasp-43
# filter: <_io.TextIOWrapper name='DATA/WASP-43/IRAC 4.5um/2458752_phasecurve_0/timeseries.csv' mode='w' encoding='UTF-8'>
# tmid: 2456897.131703 +- 0.000069
# emid: 2456896.726136 +- 0.000274
# transit_depth: 0.026320+-0.000026
# eclipse_depth: 0.003700 +- 0.000064
# nightside_amp: 0.000610 +- 0.000106
# hotspot_amp: 0.003701 +- 0.000064
# hotspot_lon[deg]: 4.046921 +- 1.294819
# hotspot_lat[deg]: 0.615836 +- 2.458991
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2456896.606182,1.007786,0.004668,15.067461,15.084389,3.484044,0.352531,909.366093,1.003083
2456896.606205,1.008827,0.004665,15.069555,15.092369,3.542943,0.352559,910.431765,1.003083
2456896.606228,1.000548,0.004686,15.043668,15.115296,3.546838,0.352587,902.404965,1.003083
2456896.606251,1.009035,0.004665,15.073482,15.088467,3.443777,0.352615,910.744102,1.003084
2456896.606296,0.996997,0.004693,15.069664,15.059243,3.422706,0.352671,899.791986,1.003084
2456896.606319,1.004036,0.004679,15.069920,15.064452,3.405286,0.352699,905.198186,1.003084
2456896.606342,1.006814,0.004671,15.048733,15.094346,3.443026,0.352727,908.112229,1.003085
2456896.606365,1.003193,0.004683,15.037279,15.051298,3.455940,0.352755,903.558276,1.003085
2456896.606387,1.006841,0.004676,15.050231,15.081866,3.394973,0.352783,906.432256,1.003085
2456896.606410,1.007774,0.004668,15.064302,15.095221,3.450621,0.352811,909.292955,1.003085
2456896.606433,0.995894,0.004693,15.081633,15.088901,3.426885,0.352839,899.651222,1.003086
2456896.606456,1.002312,0.004681,15.052067,15.072940,3.443689,0.352867,904.256848,1.003086
2456896.606478,1.005778,0.004673,15.074811,15.085893,3.416417,0.352895,907.569623,1.003086
2456896.606501,1.002627,0.004681,15.047892,15.073183,3.447726,0.352923,904.393784,1.003086
2456896.606524,0.994039,0.004702,15.055054,15.072119,3.480253,0.352951,896.508865,1.003087
2456896.606547,1.008484,0.004672,15.054155,15.078406,3.394561,0.352979,908.027309,1.003087
2456896.606570,1.008105,0.004669,15.077512,15.080454,3.440666,0.353007,909.193970,1.003087
2456896.606592,1.011234,0.004662,15.059494,15.082508,3.443877,0.353035,911.910644,1.003087
2456896.606615,1.014830,0.004651,15.074217,15.077084,3.411916,0.353063,916.198443,1.003088
2456896.606638,1.007549,0.004669,15.079076,15.093714,3.475282,0.353091,909.085624,1.003088
2456896.606661,1.005884,0.004674,15.076583,15.075195,3.390107,0.353119,906.962671,1.003088
2456896.606684,1.009638,0.004667,15.073416,15.080917,3.403180,0.353147,909.910239,1.003088
2456896.606706,1.006069,0.004672,15.066121,15.088670,3.483414,0.353175,907.767314,1.003089
2456896.606729,1.002853,0.004681,15.061934,15.073865,3.440633,0.353203,904.260298,1.003089
2456896.606752,1.006431,0.004671,15.064909,15.087332,3.426338,0.353231,908.094737,1.003089
2456896.606775,0.995060,0.004698,15.069238,15.085010,3.456864,0.353259,897.935195,1.003089
2456896.606820,1.009317,0.004665,15.085896,15.090988,3.442292,0.353315,910.462924,1.003090
2456896.606843,1.013289,0.004659,15.078449,15.085438,3.396583,0.353343,913.122110,1.003090
2456896.606889,1.011053,0.004663,15.081302,15.086788,3.395158,0.353399,911.572155,1.003091
2456896.606911,1.000285,0.004684,15.076024,15.088268,3.489464,0.353427,903.331565,1.003091
2456896.606934,0.998180,0.004691,15.086774,15.102042,3.505332,0.353455,900.525748,1.003091
2456896.606957,1.000659,0.004682,15.054147,15.092327,3.541305,0.353483,903.904149,1.003091
2456896.606980,1.005680,0.004673,15.066873,15.065918,3.438413,0.353511,907.677204,1.003092
2456896.607025,1.013793,0.004658,15.096619,15.101433,3.463140,0.353567,913.339257,1.003092
2456896.607048,1.008052,0.004669,15.125444,15.088021,3.424978,0.353595,908.891789,1.003092
2456896.607071,1.010267,0.004666,15.139570,15.082818,3.346260,0.353623,910.240125,1.003093
2456896.607094,1.008377,0.004674,15.148838,15.065231,3.331534,0.353651,907.072744,1.003093
2456896.607116,1.001562,0.004686,15.112329,15.052141,3.314041,0.353679,902.399768,1.003093
2456896.607139,1.009761,0.004668,15.123142,15.044651,3.360030,0.353707,909.615702,1.003093
