# target: wasp-103
# filter: IRAC 3.6um
# tmid: 2457171.340154 +- 0.000271
# emid: 2457170.880752 +- 0.000655
# transit_depth: 0.012936+-0.000063
# eclipse_depth: 0.003635 +- 0.000159
# nightside_amp: 0.000783 +- 0.000292
# hotspot_amp: 0.003635 +- 0.000159
# hotspot_lon[deg]: 9.325513 +- 2.301419
# hotspot_lat[deg]: 0.967742 +- 2.448668
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2457170.715838,0.998167,0.002781,23.091107,231.063455,3.940172,0.321857,367.360422,1.002963
2457170.715986,1.003069,0.002776,23.085973,231.084062,4.042857,0.322017,368.689372,1.002964
2457170.716138,0.996531,0.002782,23.099541,231.088413,4.001610,0.322182,366.592577,1.002966
2457170.716592,0.996116,0.002784,23.109948,231.076500,3.946057,0.322672,366.586005,1.002970
2457170.716745,1.008130,0.002769,23.090082,231.059571,3.957845,0.322837,370.355966,1.002971
2457170.716893,1.006688,0.002772,23.094404,231.096330,4.034179,0.322997,369.707211,1.002973
2457170.717050,1.002909,0.002776,23.112554,231.067559,3.978880,0.323167,368.665229,1.002974
2457170.717199,1.012651,0.002763,23.105991,231.056096,3.928527,0.323327,371.765210,1.002976
2457170.717351,1.004319,0.002774,23.114230,231.072054,3.991877,0.323493,369.060527,1.002977
2457170.717504,0.995848,0.002782,23.096984,231.065126,3.971114,0.323658,366.824974,1.002979
2457170.717652,1.005900,0.002777,23.098034,231.084931,4.066779,0.323818,368.305700,1.002980
2457170.723752,1.003594,0.002772,23.139177,231.084523,3.962637,0.330408,369.374628,1.003037
2457170.723900,1.010410,0.002765,23.104832,231.069884,3.979133,0.330568,371.537195,1.003038
2457170.724053,1.001834,0.002773,23.105994,231.063473,3.927048,0.330733,369.346385,1.003039
2457170.724205,1.004756,0.002770,23.111417,231.060679,3.945448,0.330898,370.246143,1.003041
2457170.724358,0.998834,0.002777,23.112005,231.063158,3.931300,0.331063,368.378480,1.003042
2457170.724506,1.006944,0.002765,23.127318,231.047195,3.863827,0.331223,371.534642,1.003044
2457170.724664,1.001925,0.002771,23.124338,231.057248,3.867551,0.331393,369.904711,1.003045
2457170.724812,1.008811,0.002762,23.117477,231.033149,3.925976,0.331553,372.021164,1.003046
2457170.724965,1.008525,0.002763,23.118670,231.057114,3.885667,0.331718,372.100524,1.003048
2457170.725113,0.999347,0.002774,23.125815,231.060000,3.915565,0.331878,368.838547,1.003049
2457170.725270,1.002572,0.002771,23.126147,231.063277,3.918580,0.332048,369.895238,1.003051
2457170.725418,1.000671,0.002774,23.104237,231.052019,3.923228,0.332209,369.117266,1.003052
2457170.725571,1.002102,0.002772,23.121786,231.068678,3.919548,0.332374,369.640719,1.003053
2457170.725719,1.001996,0.002771,23.131059,231.063939,3.868404,0.332534,370.021278,1.003055
2457170.725872,1.005367,0.002771,23.141507,231.081588,3.956754,0.332699,369.983498,1.003056
2457170.726025,1.000547,0.002773,23.131741,231.049705,3.856958,0.332864,369.516909,1.003057
2457170.726178,1.006756,0.002763,23.119457,231.040837,3.854582,0.333029,371.642477,1.003059
2457170.726326,1.002788,0.002770,23.117333,231.031336,3.855767,0.333189,370.252125,1.003060
2457170.726478,1.000898,0.002772,23.119684,231.037294,3.853433,0.333354,369.597424,1.003062
2457170.726631,0.999922,0.002773,23.153539,231.037913,3.843675,0.333519,369.105538,1.003063
2457170.726784,1.004739,0.002767,23.149070,231.057168,3.858872,0.333684,370.965352,1.003064
2457170.726932,1.001988,0.002769,23.152252,231.059088,3.883803,0.333844,370.278021,1.003066
2457170.727085,1.000309,0.002773,23.128871,231.053808,3.856232,0.334009,369.455651,1.003067
2457170.727238,1.004847,0.002767,23.110937,231.033610,3.868925,0.334174,371.023976,1.003068
2457170.727391,1.003360,0.002769,23.129779,231.059813,3.902193,0.334339,370.557964,1.003070
2457170.727539,1.000936,0.002771,23.146433,231.063158,3.896625,0.334500,369.844121,1.003071
2457170.727692,1.000619,0.002771,23.132888,231.034029,3.864598,0.334665,369.497236,1.003072
2457170.727844,1.007373,0.002764,23.147001,231.051116,3.861819,0.334830,371.853918,1.003074
2457170.727997,1.001375,0.002771,23.148816,231.050099,3.839754,0.334995,369.643628,1.003075
2457170.728145,1.010199,0.002762,23.147816,231.059270,3.937078,0.335155,372.342840,1.003076
2457170.728298,1.004059,0.002769,23.145954,231.028467,3.825207,0.335320,370.485346,1.003078
2457170.728451,1.003634,0.002769,23.144203,231.020262,3.838960,0.335485,370.440007,1.003079
2457170.728603,1.004612,0.002768,23.128837,231.030214,3.832969,0.335650,370.692707,1.003081
2457170.728752,1.000796,0.002771,23.104258,231.037944,3.892998,0.335810,369.725409,1.003082
2457170.728905,0.998178,0.002776,23.101479,231.047641,3.924613,0.335975,368.499735,1.003083
2457170.729057,0.999882,0.002774,23.124328,231.069078,3.895846,0.336140,369.146378,1.003085
2457170.729210,1.002945,0.002769,23.141980,231.047191,3.864358,0.336305,370.390814,1.003086
2457170.729363,1.002770,0.002770,23.140806,231.047731,3.874529,0.336470,370.325562,1.003087
2457170.729511,1.002898,0.002774,23.137489,231.071936,3.946998,0.336630,369.185124,1.003089
2457170.729664,1.005444,0.002768,23.117642,231.052670,3.933716,0.336795,370.717983,1.003090
2457170.729817,0.998994,0.002779,23.116060,231.074984,3.944067,0.336960,367.836057,1.003091
2457170.729965,1.009576,0.002765,23.128325,231.063892,3.952673,0.337121,371.618217,1.003093
2457170.730117,1.000150,0.002776,23.140645,231.065267,3.932436,0.337286,368.542773,1.003094
2457170.730270,0.997080,0.002777,23.126854,231.053675,3.818354,0.337451,368.299958,1.003095
2457170.730423,1.001948,0.002771,23.146093,231.052048,3.866025,0.337616,370.058064,1.003097
2457170.730571,1.008011,0.002762,23.155251,231.024504,3.822179,0.337776,372.242784,1.003098
2457170.730724,1.005565,0.002767,23.133520,231.018396,3.878845,0.337941,371.132817,1.003099
2457170.730877,0.996729,0.002780,23.185042,231.063960,3.898570,0.338106,367.617484,1.003101
2457170.731029,1.002798,0.002768,23.142114,231.042801,3.871024,0.338271,370.310572,1.003102
2457170.731178,1.007887,0.002763,23.125648,231.038592,3.839302,0.338431,372.064732,1.003103
2457170.731330,1.002691,0.002771,23.111305,231.025279,3.881464,0.338596,369.983171,1.003105
2457170.731483,1.010847,0.002762,23.137750,231.066460,3.912083,0.338761,372.328961,1.003106
2457170.731636,1.004876,0.002767,23.138711,231.042725,3.838988,0.338926,371.112881,1.003107
2457170.731784,1.001948,0.002771,23.136127,231.038692,3.827145,0.339086,370.011100,1.003109
2457170.731937,1.000137,0.002774,23.133646,231.040140,3.803936,0.339251,369.248790,1.003110
2457170.732090,1.004254,0.002766,23.128655,231.054022,3.832714,0.339416,370.896964,1.003111
2457170.732242,1.005971,0.002765,23.143094,231.037097,3.855722,0.339582,371.489085,1.003113
2457170.732395,0.999402,0.002775,23.168268,231.034469,3.887692,0.339746,368.981847,1.003114
2457170.732543,1.004185,0.002767,23.163806,231.037712,3.832433,0.339907,370.960472,1.003115
2457170.732696,1.003235,0.002769,23.165909,231.036386,3.846137,0.340072,370.574735,1.003117
2457170.732849,1.004409,0.002767,23.156367,231.035971,3.878000,0.340237,370.758167,1.003118
2457170.732997,1.003429,0.002772,23.178865,231.062039,3.896896,0.340397,369.796649,1.003119
2457170.733150,1.002175,0.002772,23.147604,231.059639,3.855607,0.340562,369.799330,1.003121
2457170.733303,1.003259,0.002769,23.138739,231.034694,3.864437,0.340727,370.370246,1.003122
2457170.733455,1.006011,0.002766,23.138623,231.031825,3.821498,0.340892,371.391868,1.003123
2457170.733604,1.009978,0.002759,23.142652,231.016334,3.859519,0.341052,372.751069,1.003124
2457170.733761,1.002058,0.002773,23.137335,231.050135,3.883196,0.341222,369.505789,1.003126
2457170.733909,1.003463,0.002771,23.137097,231.057630,3.872653,0.341382,369.984582,1.003127
2457170.734062,1.001915,0.002774,23.140458,231.057961,3.896710,0.341547,369.243948,1.003128
2457170.734210,1.006963,0.002767,23.140269,231.059324,3.893882,0.341707,371.015599,1.003130
2457170.734363,1.005833,0.002766,23.135935,231.042616,3.867456,0.341872,370.996395,1.003131
2457170.734516,1.000015,0.002773,23.146562,231.026136,3.814760,0.342038,369.424659,1.003132
2457170.734668,1.008452,0.002762,23.140536,231.016066,3.817665,0.342202,372.322910,1.003134
2457170.734816,1.002267,0.002772,23.129621,231.029479,3.858002,0.342363,369.702558,1.003135
2457170.734969,1.002599,0.002771,23.146444,231.033308,3.861649,0.342528,369.900105,1.003136
2457170.735122,0.998327,0.002775,23.161019,231.029864,3.814298,0.342693,368.909091,1.003138
2457170.735275,1.001862,0.002773,23.159110,231.043215,3.862227,0.342858,369.463771,1.003139
2457170.735423,1.004929,0.002767,23.148036,231.034524,3.812595,0.343018,371.080411,1.003140
2457170.735576,1.005002,0.002769,23.149156,231.044376,3.877043,0.343183,370.572431,1.003141
2457170.735728,0.998295,0.002777,23.150230,231.040962,3.869858,0.343348,368.260647,1.003143
2457170.735881,1.000678,0.002775,23.158904,231.048150,3.914483,0.343513,368.875256,1.003144
2457170.736029,1.005080,0.002768,23.122295,231.033885,3.852341,0.343673,370.764259,1.003145
2457170.736182,0.997691,0.002778,23.115405,231.054313,3.879994,0.343838,368.189760,1.003147
2457170.736335,0.998627,0.002779,23.112596,231.059597,3.937443,0.344003,367.760139,1.003148
2457170.736488,1.000399,0.002772,23.145610,231.026931,3.839569,0.344168,369.292751,1.003149
