# target: wasp-103
# filter: IRAC 4.5um
# tmid: 2457163.011465 +- 0.000309
# emid: 2457162.551163 +- 0.000697
# transit_depth: 0.013129+-0.000073
# eclipse_depth: 0.004737 +- 0.000193
# nightside_amp: 0.000995 +- 0.000212
# hotspot_amp: 0.004737 +- 0.000193
# hotspot_lon[deg]: 7.214076 +- 2.719798
# hotspot_lat[deg]: -1.143695 +- 2.212845
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2457162.392267,1.011699,0.003845,22.996788,231.248194,4.489980,0.328303,220.616032,1.003885
2457162.392420,0.997411,0.003869,22.999918,231.229352,4.440859,0.328468,217.881074,1.003886
2457162.392568,1.003370,0.003858,23.027343,231.237139,4.393099,0.328628,219.089551,1.003888
2457162.392721,1.007809,0.003849,23.031357,231.239208,4.300796,0.328793,220.101997,1.003890
2457162.392874,1.008913,0.003843,23.028788,231.219429,4.242822,0.328958,220.650333,1.003892
2457162.393026,1.005923,0.003849,23.004806,231.182001,4.150433,0.329123,220.166880,1.003894
2457162.393175,1.006252,0.003849,23.010685,231.207361,4.103644,0.329283,220.179157,1.003896
2457162.393480,1.009807,0.003841,23.024451,231.190454,4.104233,0.329613,221.031627,1.003900
2457162.393633,1.010924,0.003839,23.030479,231.212787,4.303460,0.329778,221.050635,1.003901
2457162.393786,0.998039,0.003866,23.021714,231.229156,4.303463,0.329943,218.175954,1.003903
2457162.393934,0.994436,0.003873,23.044291,231.258773,4.306787,0.330103,217.374985,1.003905
2457162.394239,1.002922,0.003855,23.023365,231.219738,4.259976,0.330434,219.386348,1.003909
2457162.394387,1.003164,0.003853,23.010214,231.210963,4.239047,0.330594,219.478016,1.003911
2457162.394693,0.995486,0.003868,23.006478,231.204148,4.117250,0.330924,217.959145,1.003915
2457162.394846,1.004838,0.003852,22.998421,231.214341,4.258671,0.331089,219.795772,1.003916
2457162.394999,1.006258,0.003848,23.016158,231.201121,4.182366,0.331254,220.236487,1.003918
2457162.395147,1.007503,0.003844,23.035145,231.199833,4.158270,0.331414,220.544374,1.003920
2457162.395299,1.003868,0.003852,23.042338,231.211318,4.171579,0.331579,219.752030,1.003922
2457162.395452,1.002374,0.003859,23.025315,231.231418,4.348543,0.331744,219.032661,1.003924
2457162.395600,1.008785,0.003843,23.017548,231.195006,4.188324,0.331904,220.806078,1.003926
2457162.395753,1.007879,0.003844,23.030956,231.197610,4.055315,0.332069,220.703415,1.003927
2457162.395906,1.002769,0.003853,23.016283,231.195441,4.064395,0.332234,219.634037,1.003929
2457162.396059,0.998164,0.003863,23.001350,231.186354,4.180184,0.332399,218.561601,1.003931
2457162.396207,1.000414,0.003859,23.006674,231.199505,4.314639,0.332559,218.930902,1.003933
2457162.396360,0.997989,0.003864,22.996529,231.193952,4.213677,0.332724,218.366072,1.003935
2457162.396512,1.005382,0.003853,23.012671,231.224858,4.354637,0.332889,219.696198,1.003937
2457162.396665,1.014389,0.003852,23.124792,231.361988,4.186517,0.333055,219.645976,1.003939
2457162.396818,1.003923,0.003852,23.024401,231.204150,4.075854,0.333220,219.829225,1.003940
2457162.396966,0.999806,0.003858,23.021239,231.189691,4.210688,0.333380,219.058547,1.003942
2457162.397119,0.999754,0.003860,23.035453,231.214661,4.193139,0.333545,218.896911,1.003944
2457162.397272,1.007750,0.003845,23.031360,231.206550,4.133428,0.333710,220.605476,1.003946
2457162.397420,1.004211,0.003849,23.028772,231.200276,4.132328,0.333870,219.904814,1.003948
2457162.397573,1.005206,0.003848,23.024597,231.188151,4.174315,0.334035,220.186301,1.003950
2457162.397725,1.002587,0.003854,23.008227,231.215973,4.209971,0.334200,219.328432,1.003951
2457162.397878,1.002879,0.003853,23.056183,231.195229,4.281607,0.334365,219.672814,1.003953
2457162.398031,1.007553,0.003846,23.005430,231.202337,4.207666,0.334530,220.429565,1.003955
2457162.398179,1.006212,0.003845,23.014385,231.189507,4.068275,0.334690,220.375948,1.003957
2457162.398332,0.998612,0.003862,23.015815,231.202624,4.126807,0.334855,218.684139,1.003959
2457162.398485,1.007946,0.003845,23.034745,231.229998,4.303325,0.335020,220.367276,1.003961
2457162.398633,1.002728,0.003857,23.031394,231.223044,4.331343,0.335180,219.256799,1.003962
2457162.398785,1.014954,0.003831,23.025067,231.193874,4.183429,0.335345,222.205796,1.003964
2457162.398938,1.003978,0.003851,23.014714,231.194375,4.100077,0.335511,219.864790,1.003966
2457162.399091,1.004148,0.003850,23.011455,231.176405,4.053444,0.335676,219.970217,1.003968
2457162.399239,1.005840,0.003845,23.019963,231.182442,3.987396,0.335836,220.379495,1.003970
2457162.399397,1.007049,0.003845,23.038882,231.181132,4.065696,0.336006,220.565549,1.003972
2457162.399545,1.002523,0.003854,23.012574,231.173233,4.144493,0.336166,219.606389,1.003973
2457162.399698,0.999441,0.003860,23.045355,231.203323,4.137864,0.336331,218.920632,1.003975
2457162.399850,1.007116,0.003845,23.034084,231.189267,4.128495,0.336496,220.617506,1.003977
2457162.400151,1.006540,0.003847,23.011648,231.188068,4.110077,0.336821,220.390058,1.003981
2457162.400304,0.998740,0.003859,23.021529,231.168082,3.988039,0.336986,218.930572,1.003982
2457162.400457,1.001615,0.003856,23.001874,231.197166,4.241920,0.337151,219.183117,1.003984
2457162.400758,1.002235,0.003857,23.015751,231.226882,4.390178,0.337476,219.018591,1.003988
2457162.400911,1.007663,0.003847,23.017968,231.211455,4.308991,0.337642,220.307075,1.003990
2457162.401063,1.000317,0.003861,23.034447,231.241347,4.373827,0.337806,218.788339,1.003991
